176, 0.000001, 800, 13.550130, 333796,
176, 0.000001, 900, 19.343876, 383134,
176, 0.000001, 1000, 24.615905, 430437,
176, 0.000001, 700, 9.413923, 282219,
176, 0.000001, 800, 13.619589, 333796,
176, 0.000001, 900, 19.424384, 383134,
176, 0.000001, 1000, 24.702787, 430437,
176, 0.000001, 700, 9.352901, 282219,
1, 0.000001, 800, 1157.139288, 333796,
1, 0.000001, 800, 1173.670211, 333796,
128, 0.000001, 800, 23.104695, 333796,
64, 0.000001, 800, 33.792198, 333796,
32, 0.000001, 800, 53.898486, 333796,
16, 0.000001, 800, 95.580198, 333796,
8, 0.000001, 800, 185.977507, 333796,
4, 0.000001, 800, 342.082031, 333796,
128, 0.000001, 800, 22.937168, 333796,
128, 0.000001, 800, 23.008810, 333796,
2, 0.000001, 800, 619.593263, 333796,
176, 0.000001, 800, 13.746242, 333796,
128, 0.000001, 800, 23.662254, 333796,
128, 0.000001, 800, 22.960636, 333796,